Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies,Used ISBN,Genre
46261182,"The Awakening (Zodiac Academy, #1)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,,,3,3.83,Dark Ink Publishing,Kindle Edition,436.0,2019.0,2019.0,2022/08/17,2022/08/17,,,read,"Picked this up because I finally got a kindle and have free kindle unlimited. I can see that this book could have been edited down a bit but it was still a good intro book to this world. The love interests are a bit..... they kinda suck. No pun intended. I can't believe that they get away with being absolutely horrific just because they are hot. That's just plain awful. But also, they're hot so I guess it's fine. ",,,1,0,,No ISBN
50308446,The Ascendance of a Bookworm Daughter of a Soldier (The Ascendance of a Bookworm Part 1 Volume 1,Miya Kazuki,"Kazuki, Miya","You Shiina, Quof",,,5,4.3,J-Novel Club LLC,Paperback,311.0,2019.0,2015.0,2022/08/18,2022/08/18,,,read,Wow what a cute little manga. I randomly picked this up from Barnes and Nobles based off of a card review taped to it. Just lovely. Can't wait to read more. ,,,1,0,,No ISBN
36206591,Love and Other Words,Christina Lauren,"Lauren, Christina",,1501190539,9781501190537,5,4.24,Gallery Books,Hardcover,432.0,2018.0,2018.0,2022/08/16,2021/10/05,,,read,I'm not tearing up; you are. This book was surprisingly so bittersweet. I LOVE Elliott! This story was just wonderful.,,,1,0,9781501190537,"Physicians, Man-woman relationships, Alienation (Social psychology), First loves, Reunions, Fiction, Fiction, general"
16102004,"Beautiful Bastard (Beautiful Bastard, #1)",Christina Lauren,"Lauren, Christina",,1476730105,9781476730103,0,3.9,Gallery Books,ebook,271.0,2013.0,2013.0,,2022/08/14,to-read,to-read (#218),to-read,,,,0,0,9781476730103,"nyt:combined-print-and-e-book-fiction=2013-03-03, New York Times bestseller, Fiction, women, Fiction, romance, erotica"
39865941,Birthday Girl,Penelope Douglas,"Douglas, Penelope",,1952646057,9781952646058,3,3.93,Penelope Douglas LLC,Kindle Edition,407.0,2018.0,2018.0,2022/08/03,2022/08/03,,,read,Surprised I liked this as much as I did because I was not a fan of Punk 57. I actually think that the romance felt natural despite being immediate attraction.,,,1,0,9781952646058,"age gap, forbidden love, contemporary slow burn, friends to lovers, angst, new adult, alpha male, love triangle, single father, dual pov, grumpy-sunshine, poor heroine, forced proximity, insta-love, small town, cheating, age play, second chances"
22855480,"Hopeless (Hopeless, #1)",Colleen Hoover,"Hoover, Colleen",,,,3,4.23,Colleen Hoover,Kindle Edition,410.0,2012.0,2012.0,2022/08/08,2022/08/08,,,read,Jeez this book was a lot and also nothing. The romance was extremely strange and didn't make sense until the supposed twist. Which was fine and then was just overtly unnecessary. It was unneeded to write that in and then just have it moved past so quickly. ,,,1,0,,No ISBN
57838766,"Finlay Donovan Knocks 'Em Dead (Finlay Donovan, #2)",Elle Cosimano,"Cosimano, Elle",,,,4,3.97,Minotaur Books,Kindle Edition,360.0,2022.0,2022.0,2022/07/27,2022/07/27,,,read,"This is the first book I read on my new kindle and it was an interesting experience. <br/><br/>This book felt like the continuation of the first book like it could've been just one really long book. <br/><br/>But, I feel like even though this series was fun and comedic in the first book, the same comedy is getting a bit stale in this one. Though I still liked it a lot. <br/><br/>I will definitely be reading the next one. ",,,1,0,,No ISBN
15320,Exquisite Corpse,Poppy Z. Brite,"Brite, Poppy Z.",,0684836270,9780684836270,0,3.79,Gallery Books,Paperback,240.0,1997.0,1996.0,,2022/07/26,to-read,to-read (#217),to-read,,,,0,0,9780684836270,"Fiction, horror, Fiction, suspense, Fiction, thrillers, suspense"
61133473,Office Date,Rachel Van Dyken,"Dyken, Rachel Van",,195770005X,9781957700052,2,4.0,Van Dyken Enterprises INC,Kindle Edition,137.0,2022.0,2022.0,2022/07/25,2022/06/17,,,read,,,,1,0,9781957700052,"Fiction, romance, general"
146492,"Summer Boys (Summer Boys, #1)",Hailey Abbott,"Abbott, Hailey",,0439540208,9780439540209,5,3.69,Scholastic Paperbacks,Paperback,214.0,2004.0,2004.0,2022/07/25,2022/07/25,,,read,"Is this a reasonable rating? Maybe exaggerated, but I had a blast reading this book. I went to the beach with some friends and we took turns reading each chapter out loud. It was hilarious to read a bunch of high schoolers just be so wild and so down bad and simpy. The manipulation was just hilarious. I had a fantastic time reading this book. I'll be a core memory. ",,,1,0,9780439540209,"Love, Cousins, Fiction, Vacations, Beaches, Summer, Man-woman relationships, Teenagers, Children's fiction, Summer, fiction, Boys, fiction"
53138099,"Finlay Donovan Is Killing It (Finlay Donovan, #1)",Elle Cosimano,"Cosimano, Elle",,1250241707,9781250241702,4,4.0,Minotaur Books,Hardcover,355.0,2021.0,2021.0,2022/07/23,2022/07/25,,,read,This book was really fun! I read it surprisingly quickly as I've been in a reading slump for a while. I bought the 2nd book right afterward and I'm excited for the sequel. ,,,1,0,9781250241702,"Authors, fiction, Single women, fiction, Fiction, mystery & detective, women sleuths, Fiction, humorous"
30319086,If We Were Villains,M.L. Rio,"Rio, M.L.",,125009528X,9781250095282,3,4.12,Flatiron Books,Hardcover,354.0,2017.0,2017.0,2022/07/21,2021/06/29,to-read,to-read (#158),to-read,"I think I have to admit that dark academia is not my thing. This book was fine, I guess. I liked the ending a lot and that made it worth it. But, I love the aesthetic but not the execution. <br/><br/>Also, as someone who doesn't know anything about Shakespeare or Caesar I probably missed a lot of stuff that would've made the book more enjoyable. ",,,1,0,9781250095282,"College students, Actors, Fiction, Fiction, thrillers, Fiction, thrillers, general, College students -- Fiction, Actors -- Fiction"
35959740,Circe,Madeline Miller,"Miller, Madeline",,0316556343,9780316556347,0,4.23,"Little, Brown and Company",Hardcover,393.0,2018.0,2018.0,,2022/07/05,to-read,to-read (#216),to-read,,,,0,0,9780316556347,"Fantasy, Mythology, Historical Fiction, Retellings, Gods, Fiction, Paranormal fiction, Fiction, fantasy, historical, nyt:combined-print-and-e-book-fiction=2018-04-29, New York Times bestseller, New York Times reviewed, nyt:audio-fiction=2018-05-13, Witches, Magic, Greek Mythology, Historical, Ancient, General, Literary, Witchcraft, Circe, Witches--fiction, Magic--fiction, Mythology, greek, Mythology, greek--fiction, Fiction / historical / ancient, Fiction / historical / general, Fiction / literary, Witchcraft--fiction, Gods--fiction, Animals, mythical, Animals, mythical--fiction, Circe (greek mythology), Circe (greek mythology)--fiction, Ps3613.i5445 c57 2018b, 813/.6"
13623848,The Song of Achilles,Madeline Miller,"Miller, Madeline",,,,4,4.31,Ecco,Paperback,408.0,2012.0,2011.0,2022/07/05,2022/07/05,,,read,"This book was really good! I was tempted to rate it 5 stars, but I didn't love it as much as I've heard others loved it. And I didn't cry. (I easily cry during sad stuff) I had a lot of expectations going into this book. But at the same time, because there was so much hype, I probably had expectations lowered. The writing and story were beautiful, and gosh dang it, I hope to one day have a love only 1% as beautiful as Patroclus and Achilles. The narration was just chefs kiss. When I started the novel I was actually disappointed to see it in first person. I haven't read a first person POV in a long time because I generally don't prefer them. But, it really was needed for this novel and I loved it. Especially at the end. <br/><br/>A fantastic book. Maybe now I'll actually read the Iliad/Homer like I should've in high school. ",,,1,0,,No ISBN
60099660,If You Could See the Sun,Ann Liang,"Liang, Ann",,1335915842,9781335915849,0,4.0,Inkyard Press,Hardcover,346.0,2022.0,2022.0,,2022/06/23,to-read,to-read (#215),to-read,,,,0,0,9781335915849,No categories available
61131700,Misfit,Elle Kennedy,"Kennedy, Elle",,1990101151,9781990101151,0,3.71,EKI,Paperback,454.0,2022.0,2022.0,,2022/06/21,to-read,to-read (#214),to-read,,,,0,0,9781990101151,No categories available
59236649,"Husband Material (London Calling, #2)",Alexis  Hall,"Hall, Alexis",,1728250927,9781728250922,0,3.55,Sourcebooks Casablanca,Paperback,424.0,2022.0,2022.0,,2022/06/21,to-read,to-read (#213),to-read,,,,0,0,9781728250922,No categories available
51213487,If I Never Met You,Mhairi McFarlane,"McFarlane, Mhairi",,006295850X,9780062958501,0,3.81,William Morrow Paperbacks,Paperback,409.0,2020.0,2020.0,,2022/06/21,to-read,to-read (#212),to-read,,,,0,0,9780062958501,No categories available
60043514,Killing Stalking: Deluxe Edition Vol. 1,Koogi,"Koogi, Koogi",,1638585571,9781638585572,5,3.86, Seven Seas Entertainment,Paperback,448.0,2022.0,2022.0,2017/01/15,2017/01/09,,,read,MYMMYYMMYMYMYMMYMYMMY,,,1,0,9781638585572,"Serial murderers, Comic books, strips, Gay men"
36478784,The Flatshare,Beth O'Leary,"O'Leary, Beth",,1787474402,9781787474406,2,3.99,Quercus,Hardcover,394.0,2019.0,2019.0,,2022/02/25,,,read,"Cute premise but I could not get over the formatting. Everything dragged on far too long, and I just felt myself wishing it would move faster. I began to skim. I also didn't care about any of the side characters whatsoever.",,,1,0,9781787474406,"Fiction, romance, contemporary"
60210115,"All of Our Demise (All of Us Villains, #2)",Amanda Foody,"Foody, Amanda",C.L. Herman,1250789346,9781250789341,0,3.86,Tor Teen,Hardcover,480.0,2022.0,2022.0,,2022/06/09,to-read,to-read (#211),to-read,,,,0,0,9781250789341,"nyt:young-adult-hardcover=2022-09-18, New York Times bestseller"
58784450,Places We've Never Been,Kasie West,"West, Kasie",,0593176308,9780593176306,0,3.87,Delacorte Press,Hardcover,322.0,2022.0,2022.0,,2022/06/09,to-read,to-read (#210),to-read,,,,0,0,9780593176306,Children's fiction
58014893,Every Summer After,Carley Fortune,"Fortune, Carley",,0593438531,9780593438534,0,4.19,Berkley,Paperback,320.0,2022.0,2022.0,,2022/06/09,to-read,to-read (#209),to-read,,,,0,0,9780593438534,"nyt:trade-fiction-paperback=2022-06-19, New York Times bestseller, Fiction, women, Fiction, romance, contemporary"
58690308,Book Lovers,Emily Henry,"Henry, Emily",,0593334833,9780593334836,4,4.12,Berkley,Hardcover,377.0,2022.0,2022.0,2022/05/23,2022/05/24,,,read,"more like a 4.5 star book, but rounding down to 4 stars because it didn't have the UMPH I needed for 5 stars. <br/><br/> Nora was such an interesting character because she's so different from other main character women, and that's the point. I also loved the tall women rep! 5 ft 11 inches lets go!! <br/><br/>The leading man, Charlie Lestra is pretty much perfection <3 I was swooning the whole time. Big fan. <br/><br/>My favorite part of this book, was although it was a romance, it puts heavy emphasis on the sister relationship between the main character and her younger, very different sister. It talked about the trauma from loosing their mom when they were young, and how it impacted their relationship. I loved the sisterly dynamics! It was really refreshing to have a 3rd character who is not the main two leads who is actually important to the storyline and adds something rather than just being background. <br/><br/>I personally couldn't relate much to the main character, but, I felt she was so similar to my older sister, who is tall, who lives in NYC and who is so similar to Nora. <br/><br/>The only thing I could slightly fault this book for was the miscommunication trope that created conflict. Not a favorite of mine. <br/><br/>Overall, great book!",,,1,0,9780593334836,"Romance, Fiction, Contemporary, Contemporary Romance, Adult, Books About Books"
41886271,The Sword of Kaigen,M.L. Wang,"Wang, M.L.",,,,0,4.47,Amazon Digital Services,Kindle Edition,651.0,2019.0,2019.0,,2022/05/08,to-read,to-read (#208),to-read,,,,0,0,,No ISBN
60290718,Business or Pleasure,Rachel Lynn Solomon,"Solomon, Rachel Lynn",,059354854X,9780593548547,0,3.75,Berkley,Kindle Edition,384.0,2023.0,2023.0,,2022/05/07,to-read,to-read (#207),to-read,,,,0,0,9780593548547,Not Found
59651557,"Under One Roof (The STEMinist Novellas, #1)",Ali Hazelwood,"Hazelwood, Ali",,0593437810,9780593437810,2,3.65,Berkley,Kindle Edition,112.0,2022.0,2022.0,2022/05/03,2021/11/19,,,read,This was kinda disappointing. I guess we were building up to that last chapter the whole time and it was just not good? I had much higher hopes.,,,1,0,9780593437810,"Fiction, romance, contemporary"
58784452,Places We've Never Been,Kasie West,"West, Kasie",,0593176324,9780593176320,0,3.87,Delacorte Press,ebook,329.0,2022.0,2022.0,,2022/05/01,to-read,to-read (#205),to-read,,,,0,0,9780593176320,Not Found
59050144,Set on You (The Influencer #1),Amy  Lea,"Lea, Amy",,0593336585,9780593336588,0,3.58,Berkley ,Kindle Edition,381.0,2022.0,2022.0,,2022/05/01,to-read,to-read (#204),to-read,,,,0,0,9780593336588,Not Found
49551405,"The Bridge Kingdom (The Bridge Kingdom, #1)",Danielle L. Jensen,"Jensen, Danielle L.",,1733090312,9781733090315,0,4.04,Context Literary Agency LLC,Paperback,354.0,2019.0,2018.0,,2022/05/01,to-read,to-read (#203),to-read,,,,0,0,9781733090315,No categories available
58984653,"Realm Breaker (Realm Breaker, #1)",Victoria Aveyard,"Aveyard, Victoria",,0062872648,9780062872647,0,3.59,HarperTeen,Paperback,592.0,2022.0,2021.0,,2022/05/01,to-read,to-read (#202),to-read,,,,0,0,9780062872647,"nyt:young-adult-hardcover=2021-05-23, New York Times bestseller, Young adult fiction, action & adventure, general, Young adult fiction, monsters, Young adult fiction, fantasy, epic"
59856881,Love on the Brain,Ali Hazelwood,"Hazelwood, Ali",,0593336844,9780593336847,0,3.91,Berkley Books,Paperback,354.0,2022.0,2022.0,,2022/04/18,to-read,to-read (#201),to-read,,,,0,0,9780593336847,"American literature, New York Times bestseller, love hypothesis, ali hazelwood, love on the brain, marie curie, enemies to lovers, grad school, women in stem, bee and levi, levi ward, got mail, slow burn"
20764879,"A Gathering of Shadows (Shades of Magic, #2)",Victoria E. Schwab,"Schwab, Victoria E.",,0765376474,9780765376473,4,4.2,Tor,Hardcover,512.0,2016.0,2016.0,2022/04/14,2021/07/12,,,read,"4.5 Stars. Had a much slower start than the first book, but I can tell that its building to a plot line that follows through the third book so I think it's okay. I really like Alucard a lot. Bought the third book immediately!",,,1,0,9780765376473,"Fantasy, Contests, Magic, Fiction, Fiction, fantasy, general, Fiction, science fiction, general, FICTION / Fantasy / Historical, FICTION / Fantasy / General, nyt:hardcover-fiction=2016-03-13, New York Times bestseller"
58124274,"Corrupt (Devil's Night, #1)",Penelope Douglas,"Douglas, Penelope",,1518783872,9781518783876,3,3.79,CreateSpace Independent Publishing Platform,Paperback,516.0,2021.0,2015.0,2022/04/11,2021/07/22,,,read,The guy was highkey a piece of trash. Didn't like him one bit. The spicy scenes were written well though.,,,1,0,9781518783876,No categories available
39338454,"The Bride Test (The Kiss Quotient, #2)",Helen Hoang,"Hoang, Helen",,0451490827,9780451490827,3,3.82,Berkley,Paperback,320.0,2019.0,2019.0,2022/04/07,2022/04/08,,,read,"This was a semi cute romance, and it was nice being able to be in both people's heads for once instead of just the woman's head. However, everything just seemed really far fetched, and Esme's personality didn't seem consistent throughout the whole story. ",,,1,0,9780451490827,"Fiction, romance, contemporary"
59918505,"The Never King (Vicious Lost Boys, #1)",Nikki St. Crowe,"Crowe, Nikki St.",,,,3,3.68,Blackwell House LLC,ebook,192.0,2022.0,2022.0,2022/04/06,2022/04/08,,,read,This was so weird lmao,,,1,0,,No ISBN
22055262,"A Darker Shade of Magic (Shades of Magic, #1)",Victoria E. Schwab,"Schwab, Victoria E.",,0765376458,9780765376459,5,4.04,Tor,Hardcover,400.0,2015.0,2015.0,2022/04/06,2021/06/27,,,read,"The beginning was a bit slow because the world building was needed, but as soon as the two main characters met it became a whirlwind I couldn't put down. I'm so excited for the next book in the series!",,,1,0,9780765376459,"Quantum theory, Magic, FICTION / Fantasy / Historical, Fiction, Fiction, fantasy, general, London (England) - Fiction, Magic - Fiction, Witches and warlocks - Fiction, Fantasy, Quantum theory - Fiction, London (england), fiction, Magic -- Fiction, Smugglers -- Fiction, Pickpockets -- Fiction, Quantum theory -- Fiction, Space and time -- Fiction, Contrebandiers -- Romans, nouvelles, etc, Pickpockets -- Romans, nouvelles, etc, Théorie quantique -- Romans, nouvelles, etc, FICTION / Fantasy / Action & Adventure, FICTION / Fantasy / Gaslamp, Pickpockets, Smugglers, Space and time, London (England) -- Fiction, England -- London, Fiction, science fiction, general, Fiction, romance, fantasy, Fantasy & Magic, Blood & magic, Parallel worlds, Magic, fiction, Juvenile Fiction / Science Fiction, Fantasy, Magic, Young adult fiction, Quantum theory -- Fiction."
54189398,"The Spanish Love Deception (Love Deception, #1)",Elena  Armas,"Armas, Elena",,1668002531,9781668002537,5,3.81,Elena Armas,ebook,487.0,2021.0,2021.0,2022/03/19,2021/10/27,,,read,"This was such a cute romance I read it all on my flight from FL to Peru instead of sleeping. My only issue was that she was sooo mean to him in the beginning and he was literally perfection the whole time so it was slightly unrealistic, but aren't all of these romances? <br/><br/>I cried near the end and it was just so cute.<br/><br/>The vibes felt exactly like The Hating Game though. The characters were similar, the plot was sorta similar too it was all just super similar. So if you didn't like the hating game you wont like this but, if you did love the Hating Game, you'd love this. ",,,1,0,9781668002537,"American Romance fiction, Deception"
56861204,"A Trial of Sorcerers (A Trial of Sorcerers, #1)",Elise Kova,"Kova, Elise",,1949694313,9781949694314,0,4.09,Silver Wing Press,Hardcover,364.0,2021.0,2021.0,,2022/02/22,to-read,to-read (#200),to-read,,,,0,0,9781949694314,No categories available
57658071,"The Fine Print (Dreamland Billionaires, #1)",Lauren Asher,"Asher, Lauren",,,,0,3.82,,ebook,450.0,2021.0,2021.0,,2022/02/08,to-read,to-read (#199),to-read,,,,0,0,,No ISBN
55196813,"The Maid (Molly the Maid, #1)",Nita Prose,"Prose, Nita",,0593356152,9780593356159,2,3.76,Ballantine Books,Hardcover,304.0,2022.0,2022.0,2022/02/06,2021/12/04,,,read,It was alright but it was severely depressing to read about Molly's life so it took me a really long time to get through it. Also the ending came out of nowhere.,,,1,0,9780593356159,"English literature, nyt:combined-print-and-e-book-fiction=2022-01-23, New York Times bestseller"
41580931,An Arrow to the Moon,Emily X.R. Pan,"Pan, Emily X.R.",,0316464058,9780316464055,0,3.43,"Little, Brown Books For Young Readers",Hardcover,400.0,2022.0,2022.0,,2022/02/05,to-read,to-read (#198),to-read,,,,0,0,9780316464055,"Fiction, Fantasy"
60092577,"The Cheat Sheet (The Cheat Sheet, #1)",Sarah       Adams,"Adams, Sarah",,0593500768,9780593500767,0,3.71,Dell,Paperback,336.0,2022.0,2021.0,,2022/02/05,to-read,to-read (#197),to-read,,,,0,0,9780593500767,"friends-to-lovers, Romance, Humor"
57933316,The Roughest Draft,Emily Wibberley,"Wibberley, Emily",Austin Siegemund-Broka,0593201930,9780593201930,0,3.57,Berkley,Paperback,336.0,2022.0,2022.0,,2022/02/05,to-read,to-read (#196),to-read,,,,0,0,9780593201930,American literature
50027029,You Deserve Each Other,Sarah Hogle,"Hogle, Sarah",,,,0,3.9,G.P. Putnam's Sons,Kindle Edition,368.0,2020.0,2020.0,,2022/02/02,to-read,to-read (#195),to-read,,,,0,0,,No ISBN
56970272,I Must Betray You,Ruta Sepetys,"Sepetys, Ruta",,198483603X,9781984836038,0,4.4,Penguin,Hardcover,321.0,2022.0,2022.0,,2022/01/22,to-read,to-read (#194),to-read,,,,0,0,9781984836038,"nyt:young-adult-hardcover=2022-02-20, New York Times bestseller"
59747737,Group Therapy,B.B. Easton,"Easton, B.B.",,,9798985073010,0,3.71,Art by Easton,Paperback,280.0,2022.0,2022.0,,2022/01/22,to-read,to-read (#193),to-read,,,,0,0,9798985073010,"Fiction, romance, general"
58777737,"Barbarian Alien (Ice Planet Barbarians, #2)",Ruby Dixon,"Dixon, Ruby",,0593546032,9780593546031,0,3.75,Berkley,Paperback,336.0,2022.0,2015.0,,2022/01/22,to-read,to-read (#192),to-read,,,,0,0,9780593546031,No categories available
54304013,Shipped,Angie Hockman,"Hockman, Angie",,1982151595,9781982151591,3,3.63,Gallery Books,Paperback,336.0,2021.0,2021.0,2022/01/20,2020/12/31,,,read,Overall it was pretty cute but there were a lot of sentences that were cringe to read. Henley was also kinda unlikeable and mean. I don't understand how Graeme fell for her like this. Though her ideas for her job were fantastic and she's a hard worker. Graeme seemed too perfect and was always so forgiving and supportive even when Henley was being annoying so his character didn't have much depth.,,,1,0,9781982151591,"Romance, American literature"
58784485,"Set on You (The Influencer, #1)",Amy  Lea,"Lea, Amy",,0593336577,9780593336571,0,3.58,Berkley,Paperback,384.0,2022.0,2022.0,,2022/01/15,to-read,to-read (#191),to-read,,,,0,0,9780593336571,"Fiction, romance, contemporary, RomCom"
53369734,Weather Girl,Rachel Lynn Solomon,"Solomon, Rachel Lynn",,0593200144,9780593200148,5,3.61,Berkley,Paperback,336.0,2022.0,2022.0,2022/01/14,2021/12/04,,,read,"4.5 stars. <br/><br/>This was sooo cute. I really loved the depth of the characters in this book. Although I did not fall for Russ the way that I fall for most romance novel main leads, I still appreciated him as a character. I also liked the topics that the book covered, with Ari having depression, having a plus-sized male lead. He also had a kid! And she was adorable too. What a cute book. <br/><br/>The only critique I can think of is that I always wish there was a little bit more resolution after the big fight and before the epilogue. Or that the epilogue was a bit longer. ",,,1,0,9780593200148,American literature
53426722,"My Androgynous Boyfriend, Vol. 3",Tamekou,"Tamekou, Tamekou",,1645059677,9781645059677,3,3.99,Seven Seas,Paperback,168.0,2021.0,2020.0,2022/01/13,2022/01/12,,,read,"I don't think I'll continue with this series. It's cute for sure. The art style is adorable. However, nobody has any personality.",,,1,0,9781645059677,No categories available
49435498,"My Androgynous Boyfriend, Vol. 2",Tamekou,"Tamekou, Tamekou",,1645055167,9781645055167,3,3.95,Seven Seas,Paperback,184.0,2020.0,2019.0,2022/01/13,2022/01/12,,,read,I'm so confused how a couple whos been dating for over 5 years is so platonic with each other and tiptoes around each other.,,,1,0,9781645055167,Literature
55659629,"It Happened One Summer (Bellinger Sisters, #1)",Tessa Bailey,"Bailey, Tessa",,0063045656,9780063045651,0,3.92,Avon,Paperback,397.0,2021.0,2021.0,,2022/01/12,to-read,to-read (#190),to-read,,,,0,0,9780063045651,American literature
49882224,"My Androgynous Boyfriend, Vol. 1",Tamekou,"Tamekou, Tamekou",,1645051986,9781645051985,3,3.86,Seven Seas,Paperback,168.0,2020.0,2018.0,2022/01/11,2022/01/11,,,read,This is such a cute concept. Don't know if there's a plot though.,,,1,0,9781645051985,Literature
55337054,"All of Our Demise (All of Us Villains, #2)",Amanda Foody,"Foody, Amanda",C.L. Herman,1250789354,9781250789358,0,3.86,Tor Teen,Kindle Edition,474.0,2022.0,2022.0,,2022/01/07,to-read,to-read (#189),to-read,,,,0,0,9781250789358,"nyt:young-adult-hardcover=2022-09-18, New York Times bestseller"
56179338,"All of Us Villains (All of Us Villains, #1)",Amanda Foody,"Foody, Amanda",C.L. Herman,1250789257,9781250789259,5,3.86,Tor Teen,Hardcover,400.0,2021.0,2021.0,2022/01/07,2021/06/02,,,read,"4.5 stars. <br/><br/>This book blew my expectations out of the water. I hadn't read the premise before hand and was going in blind and then hit with a Hunger Games with magic. Except this time we have narration from most of the different characters, forcing me to care about almost all of them. <br/><br/>THE CLIFFHANGER THOUGH. <br/><br/>I didn't know this was part of a series but I should've. I can't believe I'll have to wait so long for the next book to see what happens. <br/><br/>I feel almost obligated to list Alistair as my favorite character because hes the brooding dark haired asshole bad boy who's meant to be everyone's favorite. However, I think my actual favorite was Isobel. She's so smart and calculating and I like her personality the best.",,,1,0,9781250789259,"nyt:young-adult-hardcover=2021-11-28, New York Times bestseller"
33361549,"Paint It All Red (Mindf*ck, #5)",S.T. Abby,"Abby, S.T.",,,,5,4.56,,Kindle Edition,177.0,2016.0,2016.0,2022/01/04,2022/01/04,,,read,"Read all 5 of these in one sitting. It was a super addictive story. Super messed up too. <br/><br/>Honestly, it was insane being inside these people's head and I was on the edge of my seat the whole time but as everything came together it was a struggle to imagine someone could actually do this without having a psychotic break. Also, what Logan did right when he found out the truth or partial truth or whatever and thought that Lana was Kennedy, I think that was messed up and really not forgivable no matter that he thought she was Kennedy at that point and not Victoria. But because it was just so addictive and fun to read I give the series a 4.5 star overall rating. ",,,1,0,,No ISBN
33361546,"All the Lies (Mindf*ck, #4)",S.T. Abby,"Abby, S.T.",,,,5,4.52,,Kindle Edition,141.0,2016.0,2016.0,2022/01/04,2022/01/04,,,read,Read all 5 books in one sitting so final one has my review,,,1,0,,No ISBN
33304878,"Scarlet Angel (Mindf*ck, #3)",S.T. Abby,"Abby, S.T.",,,,4,4.39,,Kindle Edition,139.0,2016.0,2016.0,2022/01/04,2022/01/04,,,read,Read all 5 books in one sitting so final one has my review,,,1,0,,No ISBN
33271162,"Sidetracked (Mindf*ck, #2)",S.T. Abby,"Abby, S.T.",,,,4,4.36,S.T. Abby,Kindle Edition,115.0,2016.0,2016.0,2022/01/04,2022/01/04,,,read,Read all 5 books in one sitting so final one has my review,,,1,0,,No ISBN
33131867,"The Risk (Mindf*ck, #1)",S.T. Abby,"Abby, S.T.",,,,4,4.26,S.T. Abby,ebook,132.0,2016.0,2016.0,2022/01/04,2022/01/03,,,read,Read all 5 books in one sitting so final one has my review,,,1,0,,No ISBN
58763686,"Haunting Adeline (Cat and Mouse, #1)",H.D. Carlton,"Carlton, H.D.",,,,0,3.96,,Kindle Edition,583.0,2021.0,2021.0,,2022/01/01,to-read,to-read (#188),to-read,,,,0,0,,No ISBN
54304020,Prepped,Bethany Mangle,"Mangle, Bethany",,1534477500,9781534477506,2,3.65,Margaret K. McElderry Books,Hardcover,320.0,2021.0,2021.0,2021/12/31,2021/03/31,,,read,Lol this book went crazyyyy. I thought it would be kinda light hearted but it was like she was in a straight up abusive cult. So strange. Also the characters were so flat.,,,1,0,9781534477506,Children's fiction
35702241,"The Shadows Between Us (The Shadows Between Us, #1)",Tricia Levenseller,"Levenseller, Tricia",,1250189969,9781250189967,3,3.83,Feiwel and Friends,Hardcover,326.0,2020.0,2020.0,2021/12/29,2020/08/12,,,read,Lol how do I even rate this. This book was kinda terrible. The characters were flat and boring. <br/><br/>Alessandra was a total mary sue and so annoying. But... it was super fast paced and I was kinda into the romance. Felt like wattpad 2012 written by a middle schooler.,,,1,0,9781250189967,No categories available
53415121,The Ex Talk,Rachel Lynn Solomon,"Solomon, Rachel Lynn",,,,5,3.68,Berkley,Kindle Edition,345.0,2021.0,2021.0,2021/12/29,2021/12/12,,,read,AHHHHH THIS WAS SO CUTE!!! <br/><br/>Def one of my favorite romance books I've read. The romance was chefs kiss and the spice had a perfect balance. <br/><br/>Dominic is literally the perfect man ever. Where do I find one of him? I loved Shay and his whole dynamic it was so great. <3 <br/><br/>Loved this book so much. Will probably reread it when I'm feeling sad and alone next year. <br/><br/>,,,1,0,,No ISBN
44084762,"Our Violent Ends (These Violent Delights, #2)",Chloe Gong,"Gong, Chloe",,1529344565,9781529344561,5,4.29,Hodder & Stoughton,Hardcover,494.0,2021.0,2021.0,2021/12/29,2021/06/14,,,read,"4.5 stars. <br/><br/>Holy crap. This second book was better than the first one. I even teared up at some points, although no actual tears were shed. <br/><br/>I love Juliette Cai so much. Roma is alright too.... Okay he's great too. MARSHELL AND BEN THOUGH. <br/><br/>They're all so cute and I was swooooning. <br/><br/><spoiler> Is it wrong that I thought they weren't actually going to die. Like, I know that they're dead but I don't want them to be dead. It isn't fair. I just wanted them to be happy together. Like why can't they just be happy. <br/><br/>ALSO the most shocking thing was when Juliette killed Tyler. I did not see that coming at all. Like I thought she couldn't do it. But anyway. ASDKFJ ALWKEJF SO not fair.. THE PLAN WAS GOING TO WORK. SHE GOT HIM THE VACCINE. BUT THEY FUCKING DIED ANYWAY UGH.</spoiler> ",,,1,0,9781529344561,Children's fiction
54739125,"ExtraOrdinary (Villains, #1.5)",Victoria E. Schwab,"Schwab, Victoria E.",Enid Balám,1785865889,9781785865886,4,3.73,Titan Comics,Hardcover,112.0,2021.0,2021.0,2021/12/26,2021/12/26,,,read,Good comic expansion on the villain's universe,,,1,0,9781785865886,Literature
